"","Date","Eth.Exchange.Rate","Eth.Addresses.Total","Eth.Authors","Eth.New.Projects","Eth.Transactions","Eth.Transactions.Cum","Eth.Loc","Unix"
"873",2017-11-29,427.52,10557839,NA,1,NA,78973725,778154,1511913600
"874",2017-11-30,447.11,10557839,30,4,NA,78973725,778164,1512000000
"875",2017-12-01,466.54,10557839,NA,2,NA,78973725,778303,1512086400
"876",2017-12-02,463.45,10557839,NA,0,NA,78973725,778303,1512172800
"877",2017-12-03,465.85,10557839,NA,2,NA,78973725,778303,1512259200
"878",2017-12-04,470.2,10557839,NA,0,NA,78973725,778340,1512345600
"879",2017-12-05,463.28,10557839,NA,2,NA,78973725,778348,1512432000
"880",2017-12-06,428.59,10557839,NA,0,NA,78973725,778452,1512518400
"881",2017-12-07,434.41,10557839,NA,1,NA,78973725,778452,1512604800
"882",2017-12-08,456.03,10557839,NA,2,NA,78973725,778563,1512691200
"883",2017-12-09,473.5,10557839,NA,2,NA,78973725,778550,1512777600
"884",2017-12-10,441.72,10557839,NA,1,NA,78973725,778550,1512864000
"885",2017-12-11,515.14,10557839,NA,1,NA,78973725,779346,1512950400
"886",2017-12-12,651.43,10557839,NA,3,NA,78973725,779814,1513036800
"887",2017-12-13,702.77,10557839,NA,3,NA,78973725,779814,1513123200
"888",2017-12-14,695.82,10557839,NA,0,NA,78973725,779818,1513209600
"889",2017-12-15,695.82,10557839,NA,0,NA,78973725,779818,1513296000
"890",2017-12-31,695.82,10557839,20,NA,NA,78973725,779818,1514678400
